request_id,t_start,t_end,latency_seconds,status,error_type
32,1766955550.1131392,1766955550.4492028,0.3360636234283447,ok,
33,1766955555.4523234,1766955555.773445,0.3211214542388916,ok,
34,1766955560.7823236,1766955561.1472647,0.3649411201477051,ok,
35,1766955566.1511052,1766955566.5139298,0.3628246784210205,ok,
36,1766955571.516351,1766955571.8557193,0.3393683433532715,ok,
37,1766955576.8583093,1766955577.227993,0.36968374252319336,ok,
38,1766955582.235123,1766955582.5159552,0.28083229064941406,ok,
39,1766955587.5208273,1766955587.8491178,0.3282904624938965,ok,
40,1766955592.856252,1766955593.2231965,0.3669445514678955,ok,
41,1766955598.2271671,1766955598.5443146,0.31714749336242676,ok,
42,1766955603.5459578,1766955604.0121338,0.46617603302001953,ok,
43,1766955609.0143745,1766955609.370873,0.35649847984313965,ok,
44,1766955614.3725748,1766955614.7127216,0.3401467800140381,ok,
45,1766955619.72288,1766955620.0635538,0.34067392349243164,ok,
46,1766955625.0650988,1766955625.4141712,0.3490724563598633,ok,
47,1766955630.4200337,1766955630.754391,0.33435726165771484,ok,
48,1766955635.758103,1766955636.1375525,0.37944960594177246,ok,
49,1766955641.1397414,1766955641.4921002,0.3523588180541992,ok,
50,1766955646.494679,1766955646.8182452,0.323566198348999,ok,
51,1766955651.8213398,1766955652.1709232,0.34958338737487793,ok,
52,1766955657.1740544,1766955657.5472238,0.3731694221496582,ok,
53,1766955662.5496025,1766955662.87795,0.32834744453430176,ok,
54,1766955667.879817,1766955668.1561174,0.27630043029785156,ok,
55,1766955673.1613135,1766955673.4703016,0.308988094329834,ok,
56,1766955678.4729657,1766955678.837873,0.36490726470947266,ok,
57,1766955683.8398356,1766955684.194268,0.3544323444366455,ok,
58,1766955689.199017,1766955689.7170799,0.5180628299713135,ok,
59,1766955694.7212617,1766955695.0808299,0.35956811904907227,ok,
60,1766955700.082869,1766955700.4180095,0.3351404666900635,ok,
61,1766955705.4197717,1766955705.6878748,0.26810312271118164,ok,
62,1766955710.6909225,1766955710.9573684,0.2664458751678467,ok,
63,1766955715.9592242,1766955716.3664544,0.4072301387786865,ok,
64,1766955721.3679714,1766955721.7237592,0.3557877540588379,ok,
65,1766955726.7287881,1766955726.9796498,0.25086164474487305,ok,
66,1766955731.9879575,1766955732.330915,0.3429574966430664,ok,
67,1766955737.334811,1766955737.7333307,0.39851975440979004,ok,
68,1766955742.7403402,1766955743.0752513,0.3349111080169678,ok,
69,1766955748.076767,1766955748.403627,0.3268599510192871,ok,
70,1766955753.4072978,1766955753.737036,0.32973814010620117,ok,
71,1766955758.7456477,1766955758.998269,0.2526214122772217,ok,
72,1766955764.0003269,1766955764.5555038,0.5551769733428955,ok,
73,1766955769.5584834,1766955769.9062278,0.3477444648742676,ok,
74,1766955774.910489,1766955775.300095,0.3896059989929199,ok,
75,1766955780.307976,1766955780.847327,0.5393509864807129,ok,
76,1766955785.8494859,1766955786.1698027,0.32031679153442383,ok,
77,1766955791.1769679,1766955791.5207555,0.34378767013549805,ok,
78,1766955796.5246997,1766955796.8494425,0.32474279403686523,ok,
79,1766955801.8513842,1766955802.199349,0.3479647636413574,ok,
80,1766955807.203319,1766955807.531653,0.32833385467529297,ok,
81,1766955812.5330567,1766955812.884245,0.35118818283081055,ok,
82,1766955817.88858,1766955818.2630842,0.37450408935546875,ok,
83,1766955823.2660415,1766955823.685498,0.41945648193359375,ok,
84,1766955828.692655,1766955829.075797,0.38314199447631836,ok,
85,1766955834.0775604,1766955834.4377215,0.36016106605529785,ok,
86,1766955839.4394538,1766955839.7839196,0.3444657325744629,ok,
87,1766955844.7879903,1766955845.1493843,0.36139392852783203,ok,
88,1766955850.152241,1766955850.4818926,0.3296515941619873,ok,
89,1766955855.4861822,1766955855.8286738,0.34249162673950195,ok,
90,1766955860.8357568,1766955861.166654,0.33089733123779297,ok,
91,1766955866.170439,1766955866.4899597,0.3195207118988037,ok,
92,1766955871.492623,1766955871.8340838,0.3414607048034668,ok,
93,1766955876.8360732,1766955877.2193453,0.3832721710205078,ok,
94,1766955882.2226,1766955882.5716422,0.3490421772003174,ok,
95,1766955887.577421,1766955887.946453,0.3690321445465088,ok,
96,1766955892.9493878,1766955893.275902,0.32651424407958984,ok,
97,1766955898.2845538,1766955898.5616102,0.2770564556121826,ok,
98,1766955903.5635567,1766955903.8175557,0.2539989948272705,ok,
99,1766955908.8258524,1766955909.1239054,0.2980530261993408,ok,
100,1766955914.126564,1766955914.4856958,0.3591318130493164,ok,
101,1766955919.4919837,1766955919.8256922,0.3337085247039795,ok,
102,1766955924.8274271,1766955925.1837182,0.3562910556793213,ok,
103,1766955930.1906652,1766955930.5103061,0.3196408748626709,ok,
104,1766955935.512874,1766955935.879629,0.36675500869750977,ok,
105,1766955940.8929832,1766955941.289069,0.3960857391357422,ok,
106,1766955946.3001034,1766955946.6596897,0.359586238861084,ok,
107,1766955951.6724143,1766955952.0284114,0.35599708557128906,ok,
108,1766955957.0364182,1766955957.3636503,0.32723212242126465,ok,
109,1766955962.3681998,1766955962.7372324,0.369032621383667,ok,
110,1766955967.750958,1766955968.1068375,0.355879545211792,ok,
111,1766955973.117008,1766955973.484006,0.36699795722961426,ok,
112,1766955978.4927104,1766955978.8795667,0.3868563175201416,ok,
113,1766955983.8866458,1766955984.2306833,0.3440375328063965,ok,
114,1766955989.2434676,1766955989.8853407,0.6418731212615967,ok,
115,1766955994.8915825,1766955995.2635305,0.3719480037689209,ok,
116,1766956000.271285,1766956000.6397874,0.3685023784637451,ok,
117,1766956005.647427,1766956005.9332557,0.2858285903930664,ok,
118,1766956010.9380171,1766956011.306808,0.368790864944458,ok,
119,1766956016.311279,1766956016.6540048,0.3427257537841797,ok,
120,1766956021.663437,1766956021.9953084,0.33187150955200195,ok,
121,1766956026.9982383,1766956027.359662,0.3614237308502197,ok,
122,1766956032.3670561,1766956032.7771003,0.41004419326782227,ok,
123,1766956037.782894,1766956038.0628846,0.27999067306518555,ok,
124,1766956043.0738091,1766956043.409789,0.3359799385070801,ok,
125,1766956048.4183693,1766956048.7972949,0.3789255619049072,ok,
126,1766956053.809362,1766956054.1773582,0.3679962158203125,ok,
127,1766956059.1847076,1766956059.5517974,0.36708974838256836,ok,
128,1766956064.555226,1766956064.83016,0.2749338150024414,ok,
129,1766956069.8342702,1766956070.1230762,0.2888059616088867,ok,
130,1766956075.126746,1766956075.8135984,0.6868524551391602,ok,
131,1766956080.8234882,1766956081.1598375,0.3363492488861084,ok,
132,1766956086.1723244,1766956086.5390794,0.36675500869750977,ok,
133,1766956091.548304,1766956091.8756914,0.32738733291625977,ok,
134,1766956096.8889189,1766956097.5525727,0.6636538505554199,ok,
135,1766956102.5586753,1766956102.9416518,0.3829765319824219,ok,
136,1766956107.9475656,1766956108.3003685,0.35280299186706543,ok,
137,1766956113.3092635,1766956113.649658,0.3403944969177246,ok,
138,1766956118.660632,1766956119.0154104,0.354778528213501,ok,
139,1766956124.0204093,1766956124.3451679,0.32475852966308594,ok,
140,1766956129.3478487,1766956129.6030715,0.25522279739379883,ok,
141,1766956134.6098163,1766956134.96501,0.3551936149597168,ok,
142,1766956139.9698489,1766956140.3483481,0.37849926948547363,ok,
143,1766956145.3536448,1766956145.6673677,0.3137228488922119,ok,
144,1766956150.673514,1766956151.0262773,0.35276341438293457,ok,
145,1766956156.0329692,1766956156.315433,0.28246378898620605,ok,
146,1766956161.3253767,1766956161.6149473,0.28957056999206543,ok,
147,1766956166.6290135,1766956166.9853785,0.3563649654388428,ok,
148,1766956171.9881783,1766956172.3445559,0.35637760162353516,ok,
149,1766956177.3481596,1766956177.7159836,0.36782407760620117,ok,
150,1766956182.7216868,1766956183.0845299,0.36284303665161133,ok,
151,1766956188.0891738,1766956188.4347303,0.34555649757385254,ok,
152,1766956193.4401543,1766956193.9282389,0.4880845546722412,ok,
153,1766956198.9349658,1766956199.270573,0.33560705184936523,ok,
154,1766956204.276905,1766956204.62516,0.348254919052124,ok,
155,1766956209.6346805,1766956209.9896758,0.3549952507019043,ok,
156,1766956214.9941921,1766956215.4098883,0.4156961441040039,ok,
157,1766956220.4128354,1766956220.7861068,0.37327146530151367,ok,
158,1766956225.797211,1766956226.1805785,0.38336753845214844,ok,
159,1766956231.1863499,1766956231.5557034,0.3693535327911377,ok,
160,1766956236.5593927,1766956236.83829,0.2788972854614258,ok,
161,1766956241.8462372,1766956242.1894255,0.3431882858276367,ok,
162,1766956247.2008586,1766956247.5630357,0.36217713356018066,ok,
163,1766956252.5661707,1766956252.9039016,0.33773088455200195,ok,
164,1766956257.914035,1766956258.268853,0.35481786727905273,ok,
165,1766956263.273589,1766956263.5968652,0.3232762813568115,ok,
166,1766956268.6111724,1766956268.9364343,0.32526183128356934,ok,
167,1766956273.950281,1766956274.2924247,0.3421437740325928,ok,
168,1766956279.2965937,1766956279.62754,0.3309464454650879,ok,
169,1766956284.6410456,1766956285.0112493,0.37020373344421387,ok,
170,1766956290.0174093,1766956290.3537009,0.3362915515899658,ok,
171,1766956295.357931,1766956295.626588,0.26865720748901367,ok,
172,1766956300.6402736,1766956300.9170597,0.27678608894348145,ok,
173,1766956305.9206717,1766956306.2861092,0.36543750762939453,ok,
174,1766956311.2909608,1766956311.6601884,0.36922764778137207,ok,
175,1766956316.6646469,1766956316.9916918,0.3270449638366699,ok,
176,1766956321.997014,1766956322.3372276,0.3402135372161865,ok,
177,1766956327.339873,1766956327.7103496,0.37047648429870605,ok,
178,1766956332.714718,1766956333.085837,0.37111878395080566,ok,
179,1766956338.0896573,1766956338.4148235,0.3251662254333496,ok,
180,1766956343.419309,1766956343.764179,0.34487009048461914,ok,
181,1766956348.774405,1766956349.1051085,0.3307034969329834,ok,
182,1766956354.1147141,1766956354.4509676,0.33625340461730957,ok,
183,1766956359.454396,1766956359.7577758,0.30337977409362793,ok,
184,1766956364.7732408,1766956365.1152537,0.342012882232666,ok,
185,1766956370.1229565,1766956370.4934478,0.37049126625061035,ok,
186,1766956375.4993532,1766956375.873378,0.3740248680114746,ok,
187,1766956380.875185,1766956381.302053,0.4268679618835449,ok,
188,1766956386.3040218,1766956386.650816,0.34679412841796875,ok,
189,1766956391.6538248,1766956392.0610209,0.407196044921875,ok,
190,1766956397.0641365,1766956397.4914343,0.42729783058166504,ok,
191,1766956402.4947374,1766956402.8946085,0.3998711109161377,ok,
192,1766956407.8989112,1766956408.2558224,0.35691118240356445,ok,
193,1766956413.2616146,1766956413.609126,0.34751152992248535,ok,
194,1766956418.6122499,1766956418.942746,0.33049607276916504,ok,
195,1766956423.950487,1766956424.3089733,0.3584864139556885,ok,
196,1766956429.3114805,1766956429.6476328,0.3361523151397705,ok,
197,1766956434.649585,1766956435.0282562,0.37867116928100586,ok,
198,1766956440.0306253,1766956440.3857358,0.35511040687561035,ok,
199,1766956445.389185,1766956445.7937288,0.4045438766479492,ok,
200,1766956450.797908,1766956451.1247637,0.3268556594848633,ok,
201,1766956456.127388,1766956456.4903412,0.36295318603515625,ok,
202,1766956461.4989552,1766956461.8473682,0.34841299057006836,ok,
203,1766956466.8522868,1766956467.1259797,0.2736928462982178,ok,
204,1766956472.1363575,1766956472.4127746,0.2764170169830322,ok,
205,1766956477.4157417,1766956477.7982585,0.38251686096191406,ok,
206,1766956482.8007953,1766956483.1332412,0.3324458599090576,ok,
207,1766956488.140653,1766956488.4835112,0.34285831451416016,ok,
208,1766956493.4866521,1766956493.8731947,0.38654255867004395,ok,
209,1766956498.8858583,1766956499.2322767,0.3464183807373047,ok,
210,1766956504.235427,1766956504.6308079,0.39538097381591797,ok,
211,1766956509.6356952,1766956509.9735465,0.33785128593444824,ok,
212,1766956514.9790194,1766956515.303684,0.3246645927429199,ok,
213,1766956520.3128786,1766956520.6353865,0.3225078582763672,ok,
214,1766956525.6390586,1766956526.1623564,0.5232977867126465,ok,
215,1766956531.1660213,1766956531.420068,0.2540466785430908,ok,
216,1766956536.4233868,1766956536.7828922,0.35950541496276855,ok,
217,1766956541.7849617,1766956542.1203537,0.3353919982910156,ok,
218,1766956547.1230164,1766956547.473557,0.3505406379699707,ok,
219,1766956552.4758737,1766956552.8334768,0.3576030731201172,ok,
220,1766956557.8416889,1766956558.1831985,0.3415095806121826,ok,
221,1766956563.1853337,1766956563.5316782,0.3463444709777832,ok,
222,1766956568.5381875,1766956568.8601313,0.3219437599182129,ok,
223,1766956573.8632517,1766956574.3524487,0.4891970157623291,ok,
224,1766956579.3576229,1766956579.8822732,0.5246503353118896,ok,
225,1766956584.8841543,1766956585.2492943,0.3651399612426758,ok,
226,1766956590.252291,1766956590.6248596,0.37256860733032227,ok,
227,1766956595.6384335,1766956596.01422,0.37578654289245605,ok,
228,1766956601.016559,1766956601.3049157,0.2883567810058594,ok,
229,1766956606.3143785,1766956606.7023273,0.38794875144958496,ok,
230,1766956611.717681,1766956612.086826,0.36914515495300293,ok,
231,1766956617.0931194,1766956617.3675323,0.2744128704071045,ok,
232,1766956622.3702562,1766956622.7132416,0.3429853916168213,ok,
233,1766956627.7171297,1766956628.041815,0.32468533515930176,ok,
234,1766956633.0439756,1766956633.4179285,0.37395286560058594,ok,
235,1766956638.4200437,1766956638.7464304,0.3263866901397705,ok,
236,1766956643.7520623,1766956644.0901012,0.33803892135620117,ok,
237,1766956649.0953338,1766956649.372789,0.27745509147644043,ok,
238,1766956654.3758502,1766956654.7234323,0.3475821018218994,ok,
239,1766956659.7254503,1766956660.0389194,0.31346917152404785,ok,
240,1766956665.0417693,1766956665.3473103,0.3055410385131836,ok,
241,1766956670.3508449,1766956670.6762912,0.32544636726379395,ok,
242,1766956675.6800487,1766956676.0612578,0.381209135055542,ok,
243,1766956681.0645683,1766956681.454588,0.39001965522766113,ok,
244,1766956686.4609122,1766956686.767944,0.30703186988830566,ok,
245,1766956691.7702217,1766956692.1286967,0.3584749698638916,ok,
246,1766956697.1322935,1766956697.4680092,0.33571577072143555,ok,
247,1766956702.4721558,1766956702.8480575,0.3759016990661621,ok,
248,1766956707.8569334,1766956708.181554,0.32462072372436523,ok,
249,1766956713.1851802,1766956713.52525,0.3400697708129883,ok,
250,1766956718.5303898,1766956718.9022655,0.3718757629394531,ok,
251,1766956723.9062598,1766956724.2370167,0.33075690269470215,ok,
252,1766956729.2508893,1766956729.51884,0.26795077323913574,ok,
253,1766956734.524428,1766956734.8394332,0.3150053024291992,ok,
254,1766956739.8491755,1766956740.168015,0.31883955001831055,ok,
255,1766956745.1757264,1766956745.5131023,0.3373758792877197,ok,
256,1766956750.5167632,1766956750.8697853,0.35302209854125977,ok,
257,1766956755.8772275,1766956756.2273164,0.35008883476257324,ok,
258,1766956761.229739,1766956761.5165172,0.28677821159362793,ok,
259,1766956766.5239656,1766956766.8073473,0.28338170051574707,ok,
260,1766956771.8242993,1766956772.2082036,0.38390421867370605,ok,
261,1766956777.214102,1766956777.5727737,0.3586716651916504,ok,
262,1766956782.5752559,1766956782.9282908,0.35303497314453125,ok,
263,1766956787.932725,1766956788.27927,0.3465449810028076,ok,
264,1766956793.2814481,1766956793.613784,0.3323359489440918,ok,
265,1766956798.6218529,1766956798.9724815,0.3506286144256592,ok,
266,1766956803.9870656,1766956804.3986678,0.411602258682251,ok,
267,1766956809.4132068,1766956809.7854195,0.37221264839172363,ok,
268,1766956814.7881694,1766956815.126642,0.3384726047515869,ok,
269,1766956820.130259,1766956820.4885058,0.3582468032836914,ok,
270,1766956825.4926481,1766956825.8622923,0.3696441650390625,ok,
271,1766956830.8659801,1766956831.132558,0.26657795906066895,ok,
272,1766956836.1361346,1766956836.4949398,0.35880517959594727,ok,
273,1766956841.4984717,1766956841.8364723,0.3380005359649658,ok,
274,1766956846.8407137,1766956847.170261,0.3295471668243408,ok,
275,1766956852.191221,1766956852.578191,0.38697004318237305,ok,
276,1766956857.581838,1766956857.9261603,0.34432244300842285,ok,
277,1766956862.929714,1766956863.3255212,0.39580726623535156,ok,
278,1766956868.3287532,1766956868.7087767,0.3800234794616699,ok,
279,1766956873.712654,1766956874.0453568,0.33270263671875,ok,
280,1766956879.0491822,1766956879.377718,0.328535795211792,ok,
281,1766956884.383792,1766956884.7296903,0.3458983898162842,ok,
282,1766956889.7333426,1766956890.162356,0.4290132522583008,ok,
283,1766956895.1657856,1766956895.5961494,0.43036389350891113,ok,
284,1766956900.6002293,1766956900.945434,0.34520483016967773,ok,
285,1766956905.9500852,1766956906.2532291,0.3031439781188965,ok,
286,1766956911.2684283,1766956911.6202633,0.3518350124359131,ok,
287,1766956916.6234665,1766956916.9651966,0.34173011779785156,ok,
288,1766956921.9685004,1766956922.3112288,0.3427283763885498,ok,
289,1766956927.3173735,1766956927.6668334,0.3494598865509033,ok,
290,1766956932.6714466,1766956933.2481325,0.576685905456543,ok,
291,1766956938.2502294,1766956938.4915771,0.2413477897644043,ok,
292,1766956943.494973,1766956943.8133702,0.31839728355407715,ok,
293,1766956948.8166804,1766956949.1634445,0.34676408767700195,ok,
294,1766956954.1668231,1766956954.4896295,0.32280635833740234,ok,
295,1766956959.4972222,1766956959.8378167,0.3405945301055908,ok,
296,1766956964.8400235,1766956965.179852,0.3398284912109375,ok,
297,1766956970.1821015,1766956970.4833386,0.3012371063232422,ok,
298,1766956975.4868047,1766956975.8364224,0.34961771965026855,ok,
299,1766956980.8403556,1766956981.359177,0.5188214778900146,ok,
300,1766956986.3613293,1766956986.7154489,0.35411953926086426,ok,
