config_name,temperature,top_p,response,timestamp
Temp Baja,0.2,1.0,A,2025-12-29T15:51:18.358643
Temp Baja,0.2,1.0,A,2025-12-29T15:51:20.909647
Temp Baja,0.2,1.0,A,2025-12-29T15:51:23.451144
Temp Baja,0.2,1.0,A,2025-12-29T15:51:26.015961
Temp Baja,0.2,1.0,A,2025-12-29T15:51:28.555097
Temp Baja,0.2,1.0,A,2025-12-29T15:51:31.105784
Temp Baja,0.2,1.0,A,2025-12-29T15:51:33.768324
Temp Baja,0.2,1.0,A,2025-12-29T15:51:36.521567
Temp Baja,0.2,1.0,A,2025-12-29T15:51:39.087346
Temp Baja,0.2,1.0,A,2025-12-29T15:51:41.640409
Temp Baja,0.2,1.0,A,2025-12-29T15:51:44.186541
Temp Baja,0.2,1.0,A,2025-12-29T15:51:46.736293
Temp Baja,0.2,1.0,A,2025-12-29T15:51:49.282103
Temp Baja,0.2,1.0,A,2025-12-29T15:51:51.825326
Temp Baja,0.2,1.0,A,2025-12-29T15:51:54.377139
Temp Baja,0.2,1.0,A,2025-12-29T15:51:56.915026
Temp Baja,0.2,1.0,A,2025-12-29T15:51:59.471999
Temp Baja,0.2,1.0,A,2025-12-29T15:52:02.027349
Temp Baja,0.2,1.0,A,2025-12-29T15:52:04.578630
Temp Baja,0.2,1.0,A,2025-12-29T15:52:07.127712
Temp Baja,0.2,1.0,A,2025-12-29T15:52:09.692959
Temp Baja,0.2,1.0,A,2025-12-29T15:52:12.236804
Temp Baja,0.2,1.0,A,2025-12-29T15:52:14.797159
Temp Baja,0.2,1.0,A,2025-12-29T15:52:17.348074
Temp Baja,0.2,1.0,A,2025-12-29T15:52:19.899966
Temp Baja,0.2,1.0,A,2025-12-29T15:52:22.443004
Temp Baja,0.2,1.0,A,2025-12-29T15:52:24.989539
Temp Baja,0.2,1.0,A,2025-12-29T15:52:27.542611
Temp Baja,0.2,1.0,A,2025-12-29T15:52:30.087136
Temp Baja,0.2,1.0,A,2025-12-29T15:52:32.637285
Temp Baja,0.2,1.0,A,2025-12-29T15:52:35.179491
Temp Baja,0.2,1.0,A,2025-12-29T15:52:37.723949
Temp Baja,0.2,1.0,A,2025-12-29T15:52:40.281318
Temp Baja,0.2,1.0,A,2025-12-29T15:52:42.864078
Temp Baja,0.2,1.0,A,2025-12-29T15:52:45.418318
Temp Baja,0.2,1.0,A,2025-12-29T15:52:47.971916
Temp Baja,0.2,1.0,A,2025-12-29T15:52:50.508665
Temp Baja,0.2,1.0,A,2025-12-29T15:52:53.065111
Temp Baja,0.2,1.0,A,2025-12-29T15:52:55.614284
Temp Baja,0.2,1.0,A,2025-12-29T15:52:58.174783
Temp Baja,0.2,1.0,A,2025-12-29T15:53:00.722526
Temp Baja,0.2,1.0,A,2025-12-29T15:53:03.266195
Temp Baja,0.2,1.0,A,2025-12-29T15:53:05.818309
Temp Baja,0.2,1.0,A,2025-12-29T15:53:08.361066
Temp Baja,0.2,1.0,A,2025-12-29T15:53:10.911298
Temp Baja,0.2,1.0,A,2025-12-29T15:53:13.461616
Temp Baja,0.2,1.0,A,2025-12-29T15:53:16.024175
Temp Baja,0.2,1.0,A,2025-12-29T15:53:18.576835
Temp Baja,0.2,1.0,A,2025-12-29T15:53:21.116942
Temp Baja,0.2,1.0,A,2025-12-29T15:53:23.658981
Temp Baja,0.2,1.0,A,2025-12-29T15:53:26.297942
Temp Baja,0.2,1.0,A,2025-12-29T15:53:28.838689
Temp Baja,0.2,1.0,A,2025-12-29T15:53:31.378343
Temp Baja,0.2,1.0,A,2025-12-29T15:53:33.944417
Temp Baja,0.2,1.0,A,2025-12-29T15:53:36.493084
Temp Baja,0.2,1.0,A,2025-12-29T15:53:39.041452
Temp Baja,0.2,1.0,A,2025-12-29T15:53:41.599396
Temp Baja,0.2,1.0,A,2025-12-29T15:53:44.145530
Temp Baja,0.2,1.0,A,2025-12-29T15:53:46.697786
Temp Baja,0.2,1.0,A,2025-12-29T15:53:49.268182
Temp Baja,0.2,1.0,A,2025-12-29T15:53:51.814054
Temp Baja,0.2,1.0,A,2025-12-29T15:53:54.358134
Temp Baja,0.2,1.0,A,2025-12-29T15:53:56.900478
Temp Baja,0.2,1.0,A,2025-12-29T15:53:59.446437
Temp Baja,0.2,1.0,A,2025-12-29T15:54:01.988981
Temp Baja,0.2,1.0,A,2025-12-29T15:54:04.541674
Temp Baja,0.2,1.0,A,2025-12-29T15:54:07.082721
Temp Baja,0.2,1.0,A,2025-12-29T15:54:09.618545
Temp Baja,0.2,1.0,A,2025-12-29T15:54:12.160735
Temp Baja,0.2,1.0,A,2025-12-29T15:54:14.707076
Temp Baja,0.2,1.0,A,2025-12-29T15:54:17.271037
Temp Baja,0.2,1.0,A,2025-12-29T15:54:19.803280
Temp Baja,0.2,1.0,A,2025-12-29T15:54:22.352992
Temp Baja,0.2,1.0,A,2025-12-29T15:54:24.897878
Temp Baja,0.2,1.0,A,2025-12-29T15:54:27.435725
Temp Baja,0.2,1.0,A,2025-12-29T15:54:29.988941
Temp Baja,0.2,1.0,A,2025-12-29T15:54:32.522259
Temp Baja,0.2,1.0,A,2025-12-29T15:54:35.068080
Temp Baja,0.2,1.0,A,2025-12-29T15:54:37.617034
Temp Baja,0.2,1.0,A,2025-12-29T15:54:40.166866
Temp Baja,0.2,1.0,A,2025-12-29T15:54:42.726799
Temp Baja,0.2,1.0,A,2025-12-29T15:54:45.294684
Temp Baja,0.2,1.0,A,2025-12-29T15:54:47.878827
Temp Baja,0.2,1.0,A,2025-12-29T15:54:50.432842
Temp Baja,0.2,1.0,A,2025-12-29T15:54:52.979123
Temp Baja,0.2,1.0,A,2025-12-29T15:54:55.531633
Temp Baja,0.2,1.0,A,2025-12-29T15:54:58.097283
Temp Baja,0.2,1.0,A,2025-12-29T15:55:00.637722
Temp Baja,0.2,1.0,A,2025-12-29T15:55:03.176785
Temp Baja,0.2,1.0,A,2025-12-29T15:55:05.731311
Temp Baja,0.2,1.0,A,2025-12-29T15:55:08.282701
Temp Baja,0.2,1.0,A,2025-12-29T15:55:10.822633
Temp Baja,0.2,1.0,A,2025-12-29T15:55:13.371588
Temp Baja,0.2,1.0,A,2025-12-29T15:55:15.925695
Temp Baja,0.2,1.0,A,2025-12-29T15:55:18.498189
Temp Baja,0.2,1.0,A,2025-12-29T15:55:21.040918
Temp Baja,0.2,1.0,A,2025-12-29T15:55:23.586399
Temp Baja,0.2,1.0,A,2025-12-29T15:55:26.136849
Temp Baja,0.2,1.0,A,2025-12-29T15:55:28.683071
Temp Baja,0.2,1.0,A,2025-12-29T15:55:31.235552
Temp Baja,0.2,1.0,A,2025-12-29T15:55:33.773932
Temp Baja,0.2,1.0,A,2025-12-29T15:55:36.325040
Temp Baja,0.2,1.0,A,2025-12-29T15:55:38.891193
Temp Baja,0.2,1.0,A,2025-12-29T15:55:41.436858
Temp Baja,0.2,1.0,A,2025-12-29T15:55:43.989790
Temp Baja,0.2,1.0,A,2025-12-29T15:55:46.534271
Temp Baja,0.2,1.0,A,2025-12-29T15:55:49.089404
Temp Baja,0.2,1.0,A,2025-12-29T15:55:51.630355
Temp Baja,0.2,1.0,A,2025-12-29T15:55:54.175568
Temp Baja,0.2,1.0,A,2025-12-29T15:55:56.718692
Temp Baja,0.2,1.0,A,2025-12-29T15:55:59.274630
Temp Baja,0.2,1.0,A,2025-12-29T15:56:01.837856
Temp Baja,0.2,1.0,A,2025-12-29T15:56:04.394467
Temp Baja,0.2,1.0,A,2025-12-29T15:56:06.943228
Temp Baja,0.2,1.0,A,2025-12-29T15:56:09.502269
Temp Baja,0.2,1.0,A,2025-12-29T15:56:12.046027
Temp Baja,0.2,1.0,A,2025-12-29T15:56:14.596502
Temp Baja,0.2,1.0,A,2025-12-29T15:56:17.142531
Temp Baja,0.2,1.0,A,2025-12-29T15:56:19.701557
Temp Baja,0.2,1.0,A,2025-12-29T15:56:22.248607
Temp Baja,0.2,1.0,A,2025-12-29T15:56:24.786154
Temp Baja,0.2,1.0,A,2025-12-29T15:56:27.346667
Temp Baja,0.2,1.0,A,2025-12-29T15:56:29.905376
Temp Baja,0.2,1.0,A,2025-12-29T15:56:32.463105
Temp Baja,0.2,1.0,A,2025-12-29T15:56:35.003710
Temp Baja,0.2,1.0,A,2025-12-29T15:56:37.650544
Temp Baja,0.2,1.0,A,2025-12-29T15:56:40.194193
Temp Baja,0.2,1.0,A,2025-12-29T15:56:42.742953
Temp Baja,0.2,1.0,A,2025-12-29T15:56:45.286051
Temp Baja,0.2,1.0,A,2025-12-29T15:56:47.828488
Temp Baja,0.2,1.0,A,2025-12-29T15:56:50.368282
Temp Baja,0.2,1.0,A,2025-12-29T15:56:52.923825
Temp Baja,0.2,1.0,A,2025-12-29T15:56:55.470090
Temp Baja,0.2,1.0,A,2025-12-29T15:56:58.022189
Temp Baja,0.2,1.0,A,2025-12-29T15:57:00.575259
Temp Baja,0.2,1.0,A,2025-12-29T15:57:03.146700
Temp Baja,0.2,1.0,A,2025-12-29T15:57:05.703531
Temp Baja,0.2,1.0,A,2025-12-29T15:57:08.252672
Temp Baja,0.2,1.0,A,2025-12-29T15:57:10.796408
Temp Baja,0.2,1.0,A,2025-12-29T15:57:13.366876
Temp Baja,0.2,1.0,A,2025-12-29T15:57:15.915631
Temp Baja,0.2,1.0,A,2025-12-29T15:57:18.464600
Temp Baja,0.2,1.0,A,2025-12-29T15:57:21.018452
Temp Baja,0.2,1.0,A,2025-12-29T15:57:23.570090
Temp Baja,0.2,1.0,A,2025-12-29T15:57:26.123147
Temp Baja,0.2,1.0,A,2025-12-29T15:57:28.676586
Temp Baja,0.2,1.0,A,2025-12-29T15:57:31.233880
Temp Baja,0.2,1.0,A,2025-12-29T15:57:33.766093
Temp Baja,0.2,1.0,A,2025-12-29T15:57:36.303200
Temp Baja,0.2,1.0,A,2025-12-29T15:57:38.853360
Temp Baja,0.2,1.0,A,2025-12-29T15:57:41.397936
Temp Baja,0.2,1.0,A,2025-12-29T15:57:43.943058
Temp Baja,0.2,1.0,A,2025-12-29T15:57:46.500472
Temp Baja,0.2,1.0,A,2025-12-29T15:57:49.051893
Temp Baja,0.2,1.0,A,2025-12-29T15:57:51.619677
Temp Baja,0.2,1.0,A,2025-12-29T15:57:54.164686
Temp Baja,0.2,1.0,A,2025-12-29T15:57:56.704463
Temp Baja,0.2,1.0,A,2025-12-29T15:57:59.268575
Temp Baja,0.2,1.0,A,2025-12-29T15:58:01.827936
Temp Baja,0.2,1.0,A,2025-12-29T15:58:04.369052
Temp Baja,0.2,1.0,A,2025-12-29T15:58:06.918665
Temp Baja,0.2,1.0,A,2025-12-29T15:58:09.464591
Temp Baja,0.2,1.0,A,2025-12-29T15:58:12.028465
Temp Baja,0.2,1.0,A,2025-12-29T15:58:14.577913
Temp Baja,0.2,1.0,A,2025-12-29T15:58:17.118277
Temp Baja,0.2,1.0,A,2025-12-29T15:58:19.654712
Temp Baja,0.2,1.0,A,2025-12-29T15:58:22.207456
Temp Baja,0.2,1.0,A,2025-12-29T15:58:24.775658
Temp Baja,0.2,1.0,A,2025-12-29T15:58:27.349245
Temp Baja,0.2,1.0,A,2025-12-29T15:58:29.921359
Temp Baja,0.2,1.0,A,2025-12-29T15:58:32.472412
Temp Baja,0.2,1.0,A,2025-12-29T15:58:35.037969
Temp Baja,0.2,1.0,A,2025-12-29T15:58:37.604352
Temp Baja,0.2,1.0,A,2025-12-29T15:58:40.164505
Temp Baja,0.2,1.0,A,2025-12-29T15:58:42.727579
Temp Baja,0.2,1.0,A,2025-12-29T15:58:45.266707
Temp Baja,0.2,1.0,A,2025-12-29T15:58:47.814798
Temp Baja,0.2,1.0,A,2025-12-29T15:58:50.376451
Temp Baja,0.2,1.0,A,2025-12-29T15:58:52.950526
Temp Baja,0.2,1.0,A,2025-12-29T15:58:55.495769
Temp Baja,0.2,1.0,A,2025-12-29T15:58:58.048174
Temp Baja,0.2,1.0,A,2025-12-29T15:59:00.608825
Temp Baja,0.2,1.0,A,2025-12-29T15:59:03.167742
Temp Baja,0.2,1.0,A,2025-12-29T15:59:05.711990
Temp Baja,0.2,1.0,A,2025-12-29T15:59:08.254917
Temp Baja,0.2,1.0,A,2025-12-29T15:59:10.803028
Temp Baja,0.2,1.0,A,2025-12-29T15:59:13.357471
Temp Baja,0.2,1.0,A,2025-12-29T15:59:15.909080
Temp Baja,0.2,1.0,A,2025-12-29T15:59:18.468747
Temp Baja,0.2,1.0,A,2025-12-29T15:59:21.018137
Temp Baja,0.2,1.0,A,2025-12-29T15:59:23.573492
Temp Baja,0.2,1.0,A,2025-12-29T15:59:26.116591
Temp Baja,0.2,1.0,A,2025-12-29T15:59:28.668184
Temp Baja,0.2,1.0,A,2025-12-29T15:59:31.210437
Temp Baja,0.2,1.0,A,2025-12-29T15:59:33.780110
Temp Baja,0.2,1.0,A,2025-12-29T15:59:36.331407
Temp Baja,0.2,1.0,A,2025-12-29T15:59:38.872982
Temp Baja,0.2,1.0,A,2025-12-29T15:59:41.432471
Temp Baja,0.2,1.0,A,2025-12-29T15:59:43.985551
Temp Baja,0.2,1.0,A,2025-12-29T15:59:46.521504
Temp Baja,0.2,1.0,A,2025-12-29T15:59:49.080412
Temp Baja,0.2,1.0,A,2025-12-29T15:59:51.629591
Temp Baja,0.2,1.0,A,2025-12-29T15:59:54.188783
Temp Baja,0.2,1.0,A,2025-12-29T15:59:56.730293
Temp Baja,0.2,1.0,A,2025-12-29T15:59:59.276212
Temp Baja,0.2,1.0,A,2025-12-29T16:00:01.841864
Temp Baja,0.2,1.0,A,2025-12-29T16:00:04.388034
Temp Baja,0.2,1.0,A,2025-12-29T16:00:06.931960
Temp Baja,0.2,1.0,A,2025-12-29T16:00:09.474809
Temp Baja,0.2,1.0,A,2025-12-29T16:00:12.028841
Temp Baja,0.2,1.0,A,2025-12-29T16:00:14.579664
Temp Baja,0.2,1.0,A,2025-12-29T16:00:17.134817
Temp Baja,0.2,1.0,A,2025-12-29T16:00:19.695083
Temp Baja,0.2,1.0,A,2025-12-29T16:00:22.243843
Temp Baja,0.2,1.0,A,2025-12-29T16:00:24.790671
Temp Baja,0.2,1.0,A,2025-12-29T16:00:27.333138
Temp Baja,0.2,1.0,A,2025-12-29T16:00:29.874472
Temp Baja,0.2,1.0,A,2025-12-29T16:00:32.427304
Temp Baja,0.2,1.0,A,2025-12-29T16:00:34.967958
Temp Baja,0.2,1.0,A,2025-12-29T16:00:37.516925
Temp Baja,0.2,1.0,A,2025-12-29T16:00:40.072332
Temp Baja,0.2,1.0,A,2025-12-29T16:00:42.619370
Temp Baja,0.2,1.0,A,2025-12-29T16:00:45.162694
Temp Baja,0.2,1.0,A,2025-12-29T16:00:47.715816
Temp Baja,0.2,1.0,A,2025-12-29T16:00:50.270561
Temp Baja,0.2,1.0,A,2025-12-29T16:00:52.831047
Temp Baja,0.2,1.0,A,2025-12-29T16:00:55.386157
Temp Baja,0.2,1.0,A,2025-12-29T16:00:57.931834
Temp Baja,0.2,1.0,A,2025-12-29T16:01:00.484976
Temp Baja,0.2,1.0,A,2025-12-29T16:01:03.037921
Temp Baja,0.2,1.0,A,2025-12-29T16:01:05.586318
Temp Baja,0.2,1.0,A,2025-12-29T16:01:08.133813
Temp Baja,0.2,1.0,A,2025-12-29T16:01:10.717500
Temp Baja,0.2,1.0,A,2025-12-29T16:01:13.258182
Temp Baja,0.2,1.0,A,2025-12-29T16:01:15.809407
Temp Baja,0.2,1.0,A,2025-12-29T16:01:18.369389
Temp Baja,0.2,1.0,A,2025-12-29T16:01:20.915685
Temp Baja,0.2,1.0,A,2025-12-29T16:01:23.473190
Temp Baja,0.2,1.0,A,2025-12-29T16:01:26.041065
Temp Baja,0.2,1.0,A,2025-12-29T16:01:28.608397
Temp Baja,0.2,1.0,A,2025-12-29T16:01:31.158692
Temp Baja,0.2,1.0,A,2025-12-29T16:01:33.705067
Temp Baja,0.2,1.0,A,2025-12-29T16:01:36.300103
Temp Baja,0.2,1.0,A,2025-12-29T16:01:38.857192
Temp Baja,0.2,1.0,A,2025-12-29T16:01:41.401337
Temp Baja,0.2,1.0,A,2025-12-29T16:01:43.948785
Temp Baja,0.2,1.0,A,2025-12-29T16:01:46.499468
Temp Baja,0.2,1.0,A,2025-12-29T16:01:49.041361
Temp Baja,0.2,1.0,A,2025-12-29T16:01:51.601435
Temp Baja,0.2,1.0,A,2025-12-29T16:01:54.143544
Temp Baja,0.2,1.0,A,2025-12-29T16:01:56.789851
Temp Baja,0.2,1.0,A,2025-12-29T16:01:59.328576
Temp Baja,0.2,1.0,A,2025-12-29T16:02:01.876578
Temp Baja,0.2,1.0,A,2025-12-29T16:02:04.415062
Temp Baja,0.2,1.0,A,2025-12-29T16:02:06.955540
Temp Baja,0.2,1.0,A,2025-12-29T16:02:09.522150
Temp Baja,0.2,1.0,A,2025-12-29T16:02:12.067057
Temp Baja,0.2,1.0,A,2025-12-29T16:02:14.611814
Temp Baja,0.2,1.0,A,2025-12-29T16:02:17.156549
Temp Baja,0.2,1.0,A,2025-12-29T16:02:19.704386
Temp Baja,0.2,1.0,A,2025-12-29T16:02:22.258069
Temp Baja,0.2,1.0,A,2025-12-29T16:02:24.808735
Temp Baja,0.2,1.0,A,2025-12-29T16:02:27.376399
Temp Baja,0.2,1.0,A,2025-12-29T16:02:29.917509
Temp Baja,0.2,1.0,A,2025-12-29T16:02:32.461784
Temp Baja,0.2,1.0,A,2025-12-29T16:02:35.006843
Temp Baja,0.2,1.0,A,2025-12-29T16:02:37.558819
Temp Baja,0.2,1.0,A,2025-12-29T16:02:40.097073
Temp Baja,0.2,1.0,A,2025-12-29T16:02:42.629628
Temp Baja,0.2,1.0,A,2025-12-29T16:02:45.182010
Temp Baja,0.2,1.0,A,2025-12-29T16:02:47.805532
Temp Baja,0.2,1.0,A,2025-12-29T16:02:50.361277
Temp Baja,0.2,1.0,A,2025-12-29T16:02:52.913683
Temp Baja,0.2,1.0,A,2025-12-29T16:02:55.458675
Temp Baja,0.2,1.0,A,2025-12-29T16:02:58.017778
Temp Baja,0.2,1.0,A,2025-12-29T16:03:00.560238
Temp Baja,0.2,1.0,A,2025-12-29T16:03:03.109342
Temp Baja,0.2,1.0,A,2025-12-29T16:03:05.652786
Temp Baja,0.2,1.0,A,2025-12-29T16:03:08.195755
Temp Baja,0.2,1.0,A,2025-12-29T16:03:10.742138
Temp Baja,0.2,1.0,A,2025-12-29T16:03:13.286290
Temp Baja,0.2,1.0,A,2025-12-29T16:03:15.874554
Temp Baja,0.2,1.0,A,2025-12-29T16:03:18.425261
Temp Baja,0.2,1.0,A,2025-12-29T16:03:20.975516
Temp Baja,0.2,1.0,A,2025-12-29T16:03:23.525637
Temp Baja,0.2,1.0,A,2025-12-29T16:03:26.072492
Temp Baja,0.2,1.0,A,2025-12-29T16:03:28.623082
Temp Baja,0.2,1.0,A,2025-12-29T16:03:31.185628
Temp Baja,0.2,1.0,A,2025-12-29T16:03:33.761010
Temp Baja,0.2,1.0,A,2025-12-29T16:03:36.304842
Temp Baja,0.2,1.0,A,2025-12-29T16:03:38.859665
Temp Baja,0.2,1.0,A,2025-12-29T16:03:41.409589
Temp Baja,0.2,1.0,A,2025-12-29T16:03:43.969545
Temp Baja,0.2,1.0,A,2025-12-29T16:03:46.515953
Temp Baja,0.2,1.0,A,2025-12-29T16:03:49.070048
Temp Baja,0.2,1.0,A,2025-12-29T16:03:51.621828
Temp Baja,0.2,1.0,A,2025-12-29T16:03:54.160001
Temp Baja,0.2,1.0,A,2025-12-29T16:03:56.710334
Temp Baja,0.2,1.0,A,2025-12-29T16:03:59.268733
Temp Baja,0.2,1.0,A,2025-12-29T16:04:01.819550
Temp Baja,0.2,1.0,A,2025-12-29T16:04:04.366700
Temp Baja,0.2,1.0,A,2025-12-29T16:04:06.923156
Temp Baja,0.2,1.0,A,2025-12-29T16:04:09.465638
Temp Baja,0.2,1.0,A,2025-12-29T16:04:12.012627
Temp Baja,0.2,1.0,A,2025-12-29T16:04:14.567271
Temp Baja,0.2,1.0,A,2025-12-29T16:04:17.116852
Temp Baja,0.2,1.0,A,2025-12-29T16:04:19.649569
Temp Baja,0.2,1.0,A,2025-12-29T16:04:22.197624
Temp Baja,0.2,1.0,A,2025-12-29T16:04:24.745689
Temp Baja,0.2,1.0,A,2025-12-29T16:04:27.288435
Temp Baja,0.2,1.0,A,2025-12-29T16:04:29.833186
Temp Baja,0.2,1.0,A,2025-12-29T16:04:32.372934
Temp Baja,0.2,1.0,A,2025-12-29T16:04:34.918362
Temp Baja,0.2,1.0,A,2025-12-29T16:04:37.490393
Temp Baja,0.2,1.0,A,2025-12-29T16:04:40.045083
Temp Baja,0.2,1.0,A,2025-12-29T16:04:42.589160
Temp Baja,0.2,1.0,A,2025-12-29T16:04:45.135570
Temp Baja,0.2,1.0,A,2025-12-29T16:04:47.685639
Temp Baja,0.2,1.0,A,2025-12-29T16:04:50.233942
Temp Baja,0.2,1.0,A,2025-12-29T16:04:52.817078
Temp Baja,0.2,1.0,A,2025-12-29T16:04:55.370384
Temp Baja,0.2,1.0,A,2025-12-29T16:04:57.923154
Temp Baja,0.2,1.0,A,2025-12-29T16:05:00.465681
Temp Baja,0.2,1.0,A,2025-12-29T16:05:03.011546
Temp Baja,0.2,1.0,A,2025-12-29T16:05:05.563865
Temp Baja,0.2,1.0,A,2025-12-29T16:05:08.121046
Temp Baja,0.2,1.0,A,2025-12-29T16:05:10.668361
Temp Baja,0.2,1.0,A,2025-12-29T16:05:13.215678
Temp Baja,0.2,1.0,A,2025-12-29T16:05:15.772258
Temp Baja,0.2,1.0,A,2025-12-29T16:05:18.313277
Temp Baja,0.2,1.0,A,2025-12-29T16:05:20.860481
Temp Baja,0.2,1.0,A,2025-12-29T16:05:23.398298
Temp Baja,0.2,1.0,A,2025-12-29T16:05:25.946087
Temp Baja,0.2,1.0,A,2025-12-29T16:05:28.489703
Temp Baja,0.2,1.0,A,2025-12-29T16:05:31.051981
Temp Baja,0.2,1.0,A,2025-12-29T16:05:33.606828
Temp Baja,0.2,1.0,A,2025-12-29T16:05:36.176375
Temp Baja,0.2,1.0,A,2025-12-29T16:05:38.732282
Temp Baja,0.2,1.0,A,2025-12-29T16:05:41.287885
Temp Baja,0.2,1.0,A,2025-12-29T16:05:43.827216
Temp Baja,0.2,1.0,A,2025-12-29T16:05:46.511104
Temp Baja,0.2,1.0,A,2025-12-29T16:05:49.060411
Temp Baja,0.2,1.0,A,2025-12-29T16:05:51.625710
Temp Baja,0.2,1.0,A,2025-12-29T16:05:54.171147
Temp Baja,0.2,1.0,A,2025-12-29T16:05:56.713099
Temp Baja,0.2,1.0,A,2025-12-29T16:05:59.287679
Temp Baja,0.2,1.0,A,2025-12-29T16:06:01.835032
Temp Baja,0.2,1.0,A,2025-12-29T16:06:04.403038
Temp Baja,0.2,1.0,A,2025-12-29T16:06:06.954927
Temp Baja,0.2,1.0,A,2025-12-29T16:06:09.504101
Temp Baja,0.2,1.0,A,2025-12-29T16:06:12.051128
Temp Baja,0.2,1.0,A,2025-12-29T16:06:14.607179
Temp Baja,0.2,1.0,A,2025-12-29T16:06:17.140337
Temp Baja,0.2,1.0,A,2025-12-29T16:06:19.675753
Temp Baja,0.2,1.0,A,2025-12-29T16:06:22.228068
Temp Baja,0.2,1.0,A,2025-12-29T16:06:24.777452
Temp Baja,0.2,1.0,A,2025-12-29T16:06:27.314713
Temp Baja,0.2,1.0,A,2025-12-29T16:06:29.862683
Temp Baja,0.2,1.0,A,2025-12-29T16:06:32.428491
